16 22106 83718
11 15686 408.540000 -176.920000
3 15687 483.000000 16.940000
8 15687 584.650000 244.790000
3 15688 -92.260010 9.960022
6 15688 -56.200010 697.940000
3 15689 -21.780030 3.219971
6 15689 38.280030 704.270000
8 15689 189.780000 266.560000
9 15689 -44.260010 370.800000
3 15690 -63.739990 -6.090027
9 15690 -81.340030 360.950000
13 15690 539.800000 247.710000
14 15690 742.540000 -153.490000
3 15691 -268.760000 -6.770020
8 15691 -28.750000 255.360000
3 15692 -268.760000 -6.770020
8 15692 -28.750000 255.360000
3 15693 240.040000 -45.609990
6 15693 301.910000 514.290000
8 15693 380.070000 206.410000
9 15693 182.590000 330.260000
12 15693 401.970000 508.750000
13 15693 741.300000 103.880000
3 15694 246.740000 -46.489990
6 15694 309.620000 512.220000
9 15694 189.069900 329.550000
12 15694 409.810100 506.600000
3 15695 -618.310000 -48.049990
8 15695 -325.440000 210.980000
3 15696 -292.990000 -58.929990
5 15696 546.030000 -141.280000
6 15696 -319.600000 557.110000
8 15696 -51.489990 210.570000
12 15696 -154.160000 536.070000
3 15697 -246.930000 -79.880000
8 15697 -8.510010 196.080000
9 15697 -242.190000 289.920000
3 15698 286.350000 -89.929990
7 15698 376.120000 434.990000
9 15698 222.670000 290.530000
12 15698 425.080000 429.420000
13 15698 750.630000 33.179990
3 15699 237.660000 -98.979980
6 15699 295.640000 451.700000
8 15699 376.610000 160.910000
9 15699 181.460000 282.530000
12 15699 396.920000 448.020000
3 15700 -120.190000 -101.090000
8 15700 101.520000 180.390000
9 15700 -128.890000 275.530000
3 15701 -226.480000 -116.120000
6 15701 -227.460000 514.590000
9 15701 -222.700000 258.700000
3 15702 660.860000 -132.010000
7 15702 714.610000 288.370000
3 15703 -537.530000 -136.850000
11 15703 34.280030 -315.100000
3 15704 480.870000 -137.240000
7 15704 543.500000 335.960000
10 15704 726.210000 380.300000
3 15705 557.200000 -144.320000
7 15705 612.890000 307.300000
10 15705 808.470000 337.410000
3 15706 17.880000 -151.820000
14 15706 584.350000 -549.000000
3 15707 538.960000 -161.460000
7 15707 593.100000 296.790000
9 15707 442.870000 228.540000
3 15708 193.950000 -173.080000
8 15708 283.090000 69.820010
3 15709 -314.140000 -176.220000
7 15709 -104.070000 486.430000
11 15709 257.010000 -340.660000
13 15709 282.550000 98.380000
3 15710 208.240000 -194.930000
6 15710 150.860000 136.970000
8 15710 292.660000 49.760010
12 15710 178.190000 185.600000
13 15710 530.189900 -159.710000
3 15711 341.450000 -196.660000
7 15711 409.450000 318.960000
8 15711 450.569900 68.910000
9 15711 269.650000 196.490000
10 15711 566.990000 375.450000
13 15711 781.930100 -70.030030
3 15712 -447.300000 -200.150000
6 15712 -497.500000 366.090000
8 15712 -178.490000 95.220000
3 15713 717.660000 -205.140000
7 15713 749.530000 202.010000
3 15714 -200.220000 -224.410000
8 15714 21.260010 75.620000
3 15715 -50.479980 -243.070000
5 15715 560.319900 -575.630000
7 15715 -150.370000 187.340000
8 15715 66.789980 17.370000
9 15715 -81.320010 146.970000
15 15715 -104.060000 247.670000
3 15716 547.030000 -243.840000
7 15716 583.950000 217.540000
3 15717 526.890000 -249.280000
9 15717 429.640000 151.260000
12 15717 671.780000 210.430000
3 15718 -46.679990 -250.900000
4 15718 -216.290000 -374.500000
8 15718 69.030030 10.170010
3 15719 -46.760010 -277.590000
7 15719 -156.270000 151.550000
13 15719 305.990000 -185.380000
3 15720 282.520000 -284.750000
10 15720 171.220000 103.940000
13 15720 573.850000 -248.860000
15 15720 277.040000 96.269990
3 15721 -168.450000 -286.310000
8 15721 -17.190000 -7.410004
9 15721 -179.010000 107.380000
3 15722 -54.560000 -293.360000
12 15722 -127.050000 88.539980
3 15723 -219.530000 -293.850000
8 15723 -50.859990 -7.750000
3 15724 226.230000 -294.160000
4 15724 -330.460000 -532.030000
3 15725 352.530000 -296.260000
8 15725 422.990000 -36.970000
3 15726 -175.220000 -297.540000
5 15726 459.760000 -565.060100
6 15726 -261.960000 72.840030
8 15726 -25.599980 -17.730010
10 15726 -216.230000 253.160000
12 15726 -212.190000 125.450000
3 15727 -95.840030 -299.690000
9 15727 -118.780000 96.549990
12 15727 -161.040000 91.460020
3 15728 470.520000 -300.540000
6 15728 525.740000 157.400000
3 15729 734.990000 -315.430000
7 15729 737.040000 97.100010
9 15729 603.560100 94.030000
3 15730 737.750000 -318.880000
7 15730 738.840000 93.700010
3 15731 23.849980 -319.370000
7 15731 -114.960000 92.480010
10 15731 -126.840000 121.440000
13 15731 343.710000 -237.950000
3 15732 744.760000 -328.810000
7 15732 742.880000 82.450010
9 15732 611.300000 82.870000
3 15733 -612.700000 -337.710000
9 15733 -644.450000 16.849980
3 15734 -60.239990 -341.810000
15 15734 -141.500000 129.080000
3 15735 -570.280000 -347.570000
9 15735 -601.880000 11.820010
3 15736 285.480000 -349.270000
7 15736 131.850000 35.820010
3 15737 -602.340000 -350.300000
9 15737 -631.670000 7.070007
3 15738 -23.859990 -354.290000
6 15738 -122.170000 -41.630000
13 15738 307.380000 -251.520000
3 15739 35.140010 -356.290000
13 15739 346.270000 -268.710000
15 15739 -68.859990 66.179990
3 15740 358.760000 -357.480000
7 15740 212.510000 24.080020
15 15740 367.090000 -11.219970
3 15741 738.650000 -365.880000
7 15741 727.939900 53.099980
3 15742 -366.970000 -373.010000
6 15742 -415.450000 126.790000
8 15742 -134.350000 -49.370000
9 15742 -337.790000 30.039980
13 15742 177.240000 -94.820010
14 15742 293.520000 -570.300000
3 15743 -600.490000 -375.070000
9 15743 -627.830000 -14.479980
3 15744 -608.900000 -376.230000
9 15744 -635.870000 -15.919980
3 15745 39.570010 -386.260000
6 15745 -62.210020 -89.599980
8 15745 128.270000 -111.620000
10 15745 -133.260000 46.380000
12 15745 -52.289980 -35.250000
3 15746 39.280030 -392.240000
4 15746 -325.320000 -373.060000
6 15746 -62.299990 -97.859990
8 15746 126.130000 -116.650000
12 15746 -55.000000 -43.370000
3 15747 402.220000 -400.330000
8 15747 447.080000 -136.730000
3 15748 448.700000 -403.050000
6 15748 400.990000 -93.870000
3 15749 -181.550000 -423.500000
8 15749 -53.229980 -129.930000
3 15750 96.229980 -425.880000
6 15750 -7.580017 -141.280000
13 15750 371.510000 -340.050000
3 15751 702.720000 -429.410000
7 15751 681.689900 12.469970
3 15752 387.100000 -437.950000
6 15752 308.760000 -157.350000
7 15752 189.360000 -74.640010
10 15752 201.080000 -102.920000
15 15752 313.330000 -147.730000
3 15753 687.760000 -438.080000
7 15753 667.040000 10.229980
12 15753 818.819900 -18.469970
3 15754 375.819900 -445.550000
6 15754 297.470000 -165.790000
7 15754 177.260000 -79.330020
9 15754 287.800000 -21.609990
10 15754 187.430000 -109.420000
3 15755 298.220000 -447.450000
4 15755 -457.790000 -529.920000
7 15755 97.000000 -72.659970
8 15755 342.440000 -177.100000
3 15756 -82.750000 -453.790000
8 15756 20.229980 -163.180000
3 15757 -147.310000 -455.069900
6 15757 -254.680000 -146.650000
9 15757 -159.640000 -38.099980
12 15757 -238.560000 -84.640010
3 15758 -68.429990 -458.420000
8 15758 30.070010 -168.090000
3 15759 337.710000 -459.560100
4 15759 -483.260000 -558.790000
3 15760 311.850000 -461.430100
8 15760 351.580000 -190.060000
3 15761 140.490000 -470.370000
8 15761 201.950000 -190.170000
3 15762 66.330020 -491.090000
8 15762 137.410000 -203.150000
3 15763 66.330020 -491.090000
6 15763 -46.219970 -215.290000
7 15763 -124.480000 -81.570010
8 15763 137.410000 -203.150000
12 15763 -48.940000 -162.500000
13 15763 332.130000 -387.350000
15 15763 -106.510000 -119.290000
3 15764 619.080000 -496.060100
12 15764 710.670000 -88.020020
3 15765 309.030000 -503.290000
7 15765 98.390010 -120.630000
10 15765 92.599980 -145.290000
3 15766 -38.450010 -512.280000
6 15766 -149.970000 -221.939900
12 15766 -147.020000 -164.170000
3 15767 45.960020 -514.750000
6 15767 -65.169980 -232.630000
3 15768 -134.530000 -517.420000
6 15768 -238.760000 -202.890000
3 15769 29.820010 -520.050000
8 15769 108.400000 -222.940000
3 15770 -199.400000 -524.900000
9 15770 -199.520000 -96.940000
3 15771 114.210000 -529.210000
8 15771 174.850000 -238.430000
3 15772 -498.860000 -536.840000
4 15772 -224.400000 -183.530000
15 15772 -390.880000 159.330000
3 15773 625.220000 -551.200000
7 15773 524.580000 -109.910000
9 15773 499.040000 -102.980000
15 15773 850.689900 -218.410000
3 15774 27.530030 -566.480000
6 15774 -82.510010 -274.030000
8 15774 106.470000 -258.940000
9 15774 -9.330017 -127.740000
3 15775 -0.159973 -581.080000
6 15775 -108.660000 -279.980000
7 15775 -164.700000 -123.790000
8 15775 84.760010 -267.960000
9 15775 -31.500000 -137.310000
3 15776 -116.950000 -583.700000
9 15776 -129.910000 -143.570000
3 15777 -4.969971 -588.090000
8 15777 81.530030 -272.940000
9 15777 -35.789980 -146.390000
12 15777 -106.890000 -232.790000
3 15778 -115.400000 -589.540000
6 15778 -217.840000 -271.760000
3 15779 -443.630000 -589.800000
7 15779 -388.720000 18.359990
9 15779 -395.920000 -153.410000
15 15779 -380.080000 70.120000
3 15780 -119.150000 -593.840000
9 15780 -130.910000 -152.430000
3 15781 -452.890000 -604.189900
4 15781 -269.380000 -175.070000
8 15781 -233.740000 -240.580000
9 15781 -403.470000 -165.040000
13 15781 43.340030 -298.400000
3 15782 144.430000 -609.040000
9 15782 90.310000 -160.120000
3 15783 -341.120000 436.020000
4 15783 321.030000 -513.110000
14 15783 455.810100 290.250000
3 15784 -475.300000 301.680000
4 15784 223.510000 -375.990000
5 15784 386.660000 219.620000
11 15784 120.790000 35.670010
13 15784 164.069900 474.060000
14 15784 286.430100 121.540000
3 15785 -471.780000 297.660000
11 15785 122.500000 32.350010
13 15785 166.490000 470.730000
14 15785 289.360000 117.390000
3 15786 -741.080000 273.800000
11 15786 -125.850000 -18.599980
3 15787 -189.590000 246.120000
13 15787 427.000000 451.740000
14 15787 596.700000 88.730010
3 15788 -223.840000 210.550000
4 15788 164.990000 -551.080000
5 15788 664.340000 138.010000
8 15788 10.429990 433.420000
3 15789 -162.530000 211.010000
11 15789 431.420000 -13.669980
14 15789 630.850000 58.359990
3 15790 132.510000 208.900000
6 15790 187.040000 851.940000
9 15790 85.679990 562.000000
3 15791 -756.630000 194.770000
13 15791 -84.940000 338.490000
14 15791 -9.659973 -24.179990
3 15792 161.650000 193.060000
9 15792 112.980000 547.880000
11 15792 631.689900 -115.360000
3 15793 401.840000 181.220000
6 15793 498.170000 731.170000
8 15793 521.819900 395.570000
9 15793 328.980000 538.950000
3 15794 -670.430000 169.130000
14 15794 69.799990 -38.650020
3 15795 -297.530000 169.070000
13 15795 314.200000 371.810000
3 15796 -101.260000 152.940000
13 15796 514.610000 382.490000
3 15797 -205.150000 152.380000
4 15797 129.680000 -558.230000
5 15797 679.760000 81.310000
6 15797 -214.060000 851.460000
8 15797 25.960020 386.380000
11 15797 381.220000 -69.179990
13 15797 405.710000 368.260000
14 15797 573.840000 -6.510010
3 15798 133.250000 147.760000
6 15798 186.470000 773.070000
9 15798 87.539980 504.820000
11 15798 607.069900 -152.260000
13 15798 673.100000 297.180000
3 15799 -651.160000 144.920000
8 15799 -360.310000 363.860000
3 15800 165.390000 139.000000
6 15800 224.730000 756.920000
8 15800 323.830000 367.070000
9 15800 116.450000 496.640000
11 15800 632.970000 -168.120000
3 15801 -223.840000 134.520000
4 15801 118.840000 -538.830000
5 15801 654.350000 60.900020
6 15801 -238.540000 822.230000
8 15801 9.239990 370.800000
3 15802 -100.810000 127.910000
6 15802 -63.630000 847.250000
8 15802 123.600000 368.960000
11 15802 508.490000 -77.409970
3 15803 -7.080017 115.650000
6 15803 61.130000 853.320000
8 15803 204.920000 360.380000
3 15804 193.740000 112.020000
6 15804 257.120000 715.660000
8 15804 346.520000 342.940000
9 15804 141.610000 472.080000
11 15804 655.250000 -201.920000
3 15805 -302.910000 104.780000
4 15805 103.040000 -468.340000
5 15805 555.720000 24.060000
6 15805 -341.860000 763.240000
8 15805 -59.530030 343.230000
11 15805 273.010000 -118.240000
13 15805 306.900000 317.750000
3 15806 -84.960020 104.330000
6 15806 -48.080020 820.070000
8 15806 133.350000 350.440000
3 15807 118.860000 97.179990
6 15807 166.960000 710.280000
8 15807 283.500000 332.970000
3 15808 -473.780000 87.789980
4 15808 99.830020 -341.470000
6 15808 -564.440000 700.060000
8 15808 -207.890000 323.080000
11 15808 96.760010 -145.480000
3 15809 -97.940000 87.359990
6 15809 -67.049990 793.980000
3 15810 219.470000 82.210020
6 15810 285.770000 673.230000
8 15810 366.690000 316.310000
9 15810 164.730000 445.280000
3 15811 218.830000 68.880000
8 15811 367.070000 306.110000
9 15811 163.630000 434.950000
3 15812 -7.000000 49.270020
6 15812 58.469970 767.080000
9 15812 -32.179990 412.390000
13 15812 606.600000 300.780000
14 15812 821.900000 -91.229980
3 15813 -89.810000 41.359990
5 15813 818.460000 -25.590030
6 15813 -53.520020 736.880000
8 15813 129.320000 297.580000
9 15813 -106.230000 403.750000
11 15813 514.990000 -151.210000
13 15813 516.569900 286.060000
3 15814 -58.270020 34.250000
14 15814 751.770000 -111.590000
3 15815 -81.659970 27.919980
14 15815 721.060100 -119.820000
3 15816 -46.900020 25.880000
8 15816 165.410000 285.090000
9 15816 -67.359990 390.440000
13 15816 559.130000 276.250000
3 15817 -211.070000 22.060000
4 15817 50.630000 -532.960000
6 15817 -214.940000 681.080000
9 15817 -215.400000 380.230000
3 15818 -105.580000 14.179990
8 15818 115.660000 275.090000
9 15818 -119.560000 378.780000
13 15818 498.250000 262.070000
3 15819 117.080000 11.830020
6 15819 162.970000 603.320000
12 15819 273.460000 590.490000
13 15819 643.300000 179.610000
14 15819 876.300000 -240.700000
3 15820 -149.520000 4.809998
4 15820 37.539980 -585.470000
6 15820 -132.370000 677.380000
9 15820 -159.070000 368.830000
13 15820 452.430100 250.480000
14 15820 633.960000 -147.580000
3 15821 486.970000 3.619995
8 15821 587.300000 232.990000
3 15822 -294.000000 -13.020020
4 15822 36.770020 -460.340000
8 15822 -50.390010 247.510000
13 15822 310.400000 225.070000
3 15823 158.440000 -20.400020
7 15823 304.880000 558.440000
8 15823 313.940000 230.750000
9 15823 111.330000 352.070000
11 15823 622.150000 -316.580000
12 15823 316.870000 547.620000
13 15823 673.650000 143.800000
3 15824 158.440000 -20.400020
8 15824 313.940000 230.750000
13 15824 673.650000 143.800000
3 15825 372.350000 -45.780030
7 15825 458.770000 454.240000
9 15825 298.510000 329.920000
3 15826 197.000000 -47.070010
8 15826 342.170000 208.010000
3 15827 -238.740000 -49.299990
9 15827 -236.970000 318.210000
13 15827 359.930100 199.980000
14 15827 521.819900 -205.960000
3 15828 240.520000 -53.250000
6 15828 302.850000 504.060000
8 15828 380.680000 199.180000
9 15828 182.990000 322.850000
12 15828 403.020000 498.380000
3 15829 202.390000 -56.500000
6 15829 257.560000 506.900000
7 15829 339.450000 511.830000
8 15829 349.170000 198.690000
9 15829 150.080000 319.670000
12 15829 361.370000 499.890000
3 15830 -37.950010 -69.320010
8 15830 173.980000 206.300000
9 15830 -56.840030 305.510000
3 15831 -461.980000 -71.880000
5 15831 361.100000 -150.560000
6 15831 -529.250000 511.930000
3 15832 178.480000 -91.130000
6 15832 228.000000 471.180000
8 15832 328.380000 170.230000
3 15833 178.480000 -91.130000
8 15833 328.380000 170.230000
3 15834 -49.400020 -93.669980
7 15834 196.850000 583.130000
8 15834 164.260000 186.280000
13 15834 545.000000 175.170000
14 15834 752.850000 -242.260000
3 15835 -37.700010 -93.200010
13 15835 554.640000 173.110000
14 15835 765.090000 -245.060000
3 15836 -133.040000 -100.100000
6 15836 -107.970000 552.640000
12 15836 54.580020 519.940000
14 15836 646.400000 -251.720000
3 15837 -507.620000 -102.940000
13 15837 115.830000 141.160000
3 15838 -386.260000 -106.810000
8 15838 -129.610000 170.060000
3 15839 -301.480000 -125.790000
8 15839 -55.900020 156.910000
14 15839 444.050000 -282.580000
3 15840 477.780000 -131.180000
6 15840 551.580000 341.560000
7 15840 541.830000 344.230000
8 15840 570.960000 116.720000
10 15840 725.189900 390.650000
12 15840 631.500000 352.010000
3 15841 467.850000 -136.140000
6 15841 540.660000 336.430000
8 15841 562.090000 111.890000
9 15841 381.439900 249.960000
12 15841 620.610000 346.460000
3 15842 84.960020 -139.350000
6 15842 37.299990 255.440000
7 15842 40.060000 313.930000
8 15842 202.530000 110.230000
13 15842 470.990000 -59.409970
14 15842 670.700000 -540.189900
3 15843 563.810100 -139.080000
7 15843 619.150000 310.520000
3 15844 176.960000 -175.960000
4 15844 -234.950000 -544.770000
3 15845 18.739990 -187.920000
8 15845 127.950000 62.480010
3 15846 -26.419980 -195.110000
4 15846 -188.080000 -406.040000
5 15846 601.939900 -528.340000
6 15846 -109.880000 150.910000
8 15846 91.679990 58.720000
12 15846 -79.979980 204.950000
13 15846 342.230000 -117.330000
3 15847 691.030000 -216.080000
7 15847 721.650000 199.250000
9 15847 571.630000 179.730000
3 15848 -9.640015 -218.970000
4 15848 -208.410000 -402.700000
8 15848 100.840000 36.239990
3 15849 155.680000 -219.200000
4 15849 -260.480000 -503.350000
3 15850 141.110000 -220.630000
13 15850 456.569900 -178.580000
3 15851 138.960000 -235.220000
6 15851 59.659970 77.010010
3 15852 734.880000 -234.700000
7 15852 758.230000 168.740000
3 15853 523.730000 -253.560000
9 15853 426.380000 147.560000
12 15853 667.569900 206.380000
3 15854 -62.419980 -283.510000
6 15854 -157.650000 45.000000
8 15854 53.830020 -17.000000
9 15854 -89.960020 111.710000
3 15855 504.680100 -288.100000
6 15855 564.180100 163.720000
9 15855 409.740000 117.670000
12 15855 642.850000 172.940000
3 15856 -17.210020 -294.660000
4 15856 -251.180000 -374.020000
8 15856 88.700010 -29.230010
3 15857 554.340000 -298.310000
9 15857 451.660000 108.800000
12 15857 695.050000 152.790000
3 15858 554.340000 -298.310000
9 15858 451.660000 108.800000
12 15858 695.050000 152.790000
3 15859 187.430000 -304.890000
8 15859 260.320000 -47.640010
3 15860 -7.969971 -309.630000
4 15860 -261.630000 -373.180000
7 15860 -143.910000 111.790000
10 15860 -155.880000 147.690000
12 15860 -97.469970 61.580020
3 15861 -243.260000 -314.680000
8 15861 -75.739990 -27.179990
9 15861 -242.680000 80.780000
3 15862 746.330000 -318.890000
7 15862 747.189900 90.720000
9 15862 613.180100 91.790010
3 15863 -79.599980 -319.860000
4 15863 -244.310000 -342.560000
9 15863 -104.230000 79.440000
3 15864 -42.229980 -328.160000
6 15864 -138.420000 -10.080020
10 15864 -173.050000 139.640000
12 15864 -118.740000 46.390010
13 15864 299.300000 -226.240000
15 15864 -125.840000 134.040000
3 15865 732.280000 -334.860000
7 15865 730.400000 81.290010
9 15865 600.620000 78.060000
3 15866 248.230000 -358.960000
8 15866 311.720000 -95.280030
3 15867 17.429990 -389.850000
10 15867 -157.550000 46.900020
3 15868 136.540000 -393.420000
4 15868 -359.690000 -431.210000
6 15868 40.090030 -104.410000
8 15868 207.800000 -123.040000
9 15868 82.320010 19.650020
3 15869 169.970000 -393.220000
4 15869 -372.110000 -453.800000
6 15869 75.909970 -106.560000
3 15870 141.400000 -398.730000
7 15870 -36.030030 -5.859985
3 15871 -595.980000 -409.990000
9 15871 -618.910000 -42.929990
3 15872 -573.630000 -411.350000
9 15872 -596.280000 -42.530030
3 15873 -573.630000 -411.350000
9 15873 -596.280000 -42.530030
3 15874 204.900000 -427.590000
4 15874 -406.220000 -467.110000
8 15874 263.600000 -155.160000
12 15874 117.030000 -98.810000
3 15875 -202.970000 -436.270000
8 15875 -69.560000 -140.400000
9 15875 -206.930000 -23.060000
3 15876 -54.719970 -443.319900
8 15876 44.560000 -154.750000
3 15877 -231.800000 -446.930100
8 15877 -80.099980 -139.350000
3 15878 -99.500000 -448.870000
6 15878 -210.690000 -152.920000
8 15878 6.979980 -157.400000
3 15879 -455.720000 -458.340000
5 15879 257.610000 -569.430100
9 15879 -410.790000 -44.950010
10 15879 -326.340000 258.310000
3 15880 -477.300000 -464.910000
5 15880 236.069900 -571.520000
7 15880 -361.110000 158.870000
8 15880 -231.340000 -123.740000
13 15880 71.320010 -168.680000
3 15881 109.800000 -469.069900
8 15881 176.010000 -187.200000
3 15882 177.210000 -474.030000
4 15882 -424.160000 -421.670000
6 15882 68.780030 -204.830000
10 15882 -58.460020 -95.370000
15 15882 6.859985 -139.340000
3 15883 -508.600000 -516.860000
8 15883 -262.090000 -165.940000
13 15883 34.739990 -212.250000
3 15884 316.260000 -555.670000
7 15884 109.390000 -153.680000
3 15885 -46.460020 -562.110000
8 15885 46.560000 -250.360000
3 15886 180.010000 -562.080000
6 15886 74.310000 -278.400000
9 15886 120.160000 -121.140000
10 15886 -46.150020 -157.900000
12 15886 76.039980 -233.890000
13 15886 416.340000 -453.770000
15 15886 22.609990 -214.030000
3 15887 -53.359990 -574.680100
8 15887 41.039980 -257.780000
3 15888 178.560000 -602.319900
10 15888 -45.900020 -187.900000
3 15889 260.140000 -604.540000
6 15889 158.200000 -315.660000
8 15889 299.700000 -302.320000
3 15890 214.460000 -604.710000
9 15890 149.590000 -155.330000
3 15891 -106.520000 -611.780000
8 15891 4.299988 -282.110000
9 15891 -119.440000 -166.330000
13 15891 219.380000 -412.650000
3 15892 -349.050000 423.150000
4 15892 312.069900 -505.640000
5 15892 556.580000 380.390000
14 15892 447.520000 277.600000
3 15893 -357.550000 412.360000
5 15893 548.010000 371.510000
14 15893 439.550000 269.670000
3 15894 -468.940000 304.490000
5 15894 392.170000 221.760000
11 15894 124.430000 36.609990
13 15894 168.500000 475.860000
14 15894 291.870000 123.400000
3 15895 -434.040000 302.150000
4 15895 221.980000 -398.170000
5 15895 424.360000 217.080000
11 15895 146.870000 34.260010
13 15895 194.520000 473.940000
14 15895 322.030000 119.970000
3 15896 -530.460000 291.070000
11 15896 63.820010 17.570010
13 15896 112.140000 455.110000
14 15896 226.130000 101.590000
3 15897 -381.660000 253.280000
11 15897 191.640000 -5.450012
14 15897 372.460000 71.469970
3 15898 -230.200000 246.770000
11 15898 352.110000 6.510010
13 15898 385.510000 446.540000
14 15898 547.470000 83.890010
3 15899 -244.280000 244.920000
5 15899 641.340000 173.330000
3 15900 129.720000 231.670000
11 15900 607.220000 -72.359990
3 15901 -410.580000 206.910000
4 15901 163.720000 -398.090000
6 15901 -497.580000 870.470000
8 15901 -156.180000 426.000000
11 15901 158.450000 -46.739990
13 15901 208.650000 389.620000
14 15901 338.110000 23.890010
3 15902 125.520000 183.220000
6 15902 178.510000 821.140000
8 15902 290.740000 407.180000
9 15902 79.469970 537.300000
11 15902 601.500000 -117.530000
13 15902 670.780000 330.870000
3 15903 -778.450000 160.430000
4 15903 141.490000 -167.890000
5 15903 58.109990 41.580020
8 15903 -466.250000 369.510000
11 15903 -175.470000 -115.020000
13 15903 -101.290000 310.270000
14 15903 -30.530030 -55.409970
3 15904 -713.030000 144.670000
11 15904 -121.440000 -122.210000
3 15905 308.580000 144.340000
6 15905 381.900000 702.420000
8 15905 437.650000 365.460000
9 15905 244.220000 503.970000
11 15905 709.000000 -229.520000
3 15906 -304.600000 120.890000
4 15906 112.320000 -469.069900
6 15906 -345.800000 781.200000
8 15906 -61.700010 355.150000
11 15906 270.950000 -106.160000
3 15907 238.100000 115.140000
6 15907 311.140000 712.830000
8 15907 384.180000 344.710000
9 15907 181.510000 475.850000
13 15907 762.780000 247.370000
3 15908 -92.650020 102.060000
5 15908 822.420000 38.039980
6 15908 -59.900020 814.090000
8 15908 125.720000 347.840000
11 15908 512.910000 -99.960020
13 15908 518.220000 338.530000
3 15909 -283.830000 69.380000
4 15909 83.070010 -479.220000
5 15909 575.689900 -8.150024
6 15909 -313.640000 724.310000
8 15909 -43.000000 314.790000
9 15909 -282.950000 422.780000
11 15909 292.360000 -144.800000
3 15910 -638.980000 54.320010
5 15910 186.770000 -43.090030
3 15911 218.220000 33.070010
8 15911 364.680000 274.730000
3 15912 127.070000 26.460020
6 15912 174.120000 620.230000
8 15912 288.930000 271.750000
9 15912 82.760010 393.350000
3 15913 127.070000 26.460020
6 15913 174.120000 620.230000
8 15913 288.930000 271.750000
9 15913 82.760010 393.350000
3 15914 350.390000 -3.229980
8 15914 465.970000 234.420000
3 15915 -554.710000 -25.109990
14 15915 177.430100 -200.060000
3 15916 487.450000 -26.679990
7 15916 571.760000 453.320000
8 15916 586.560100 205.590000
3 15917 44.609990 -40.320010
8 15917 233.360000 225.100000
3 15918 228.750000 -51.469970
6 15918 289.450000 508.860000
7 15918 363.319900 510.900000
8 15918 371.040000 201.590000
9 15918 173.480000 324.620000
12 15918 390.590000 503.040000
13 15918 730.480000 101.280000
3 15919 357.220000 -76.179990
6 15919 419.350000 425.640000
8 15919 470.680100 170.150000
9 15919 286.110000 303.090000
13 15919 815.970000 26.640010
3 15920 308.000000 -89.760010
6 15920 362.040000 419.690000
12 15920 449.660000 427.690000
3 15921 367.380000 -114.910000
6 15921 426.660000 379.020000
8 15921 477.430100 135.860000
9 15921 293.680100 268.490000
10 15921 612.360000 457.320000
12 15921 510.710000 387.300000
13 15921 818.720000 -9.229980
3 15922 349.980000 -121.900000
6 15922 405.690000 374.850000
8 15922 462.330000 131.420000
9 15922 278.250000 262.470000
12 15922 490.840000 383.210000
15 15922 790.550000 518.280000
3 15923 349.980000 -121.900000
6 15923 405.690000 374.850000
8 15923 462.330000 131.420000
12 15923 490.840000 383.210000
15 15923 790.550000 518.280000
3 15924 349.980000 -121.900000
12 15924 490.840000 383.210000
3 15925 -391.660000 -152.240000
5 15925 431.390000 -223.560000
8 15925 -132.490000 135.190000
12 15925 -260.520000 430.400000
13 15925 214.240000 111.290000
14 15925 342.569900 -308.840000
3 15926 467.750000 -154.460000
12 15926 619.700000 326.680000
3 15927 343.140000 -157.820000
8 15927 454.939900 98.429990
9 15927 272.280000 228.090000
10 15927 577.590000 417.460000
15 15927 773.510000 472.460000
3 15928 343.140000 -157.820000
6 15928 396.650000 338.530000
8 15928 455.780000 103.680000
9 15928 273.040000 233.230000
10 15928 577.590000 417.460000
12 15928 482.280000 347.440000
15 15928 773.510000 472.460000
3 15929 -392.290000 -165.010000
8 15929 -132.450000 124.600000
3 15930 -392.290000 -165.010000
8 15930 -132.450000 124.600000
12 15930 -259.680000 417.000000
3 15931 -301.660000 -168.970000
7 15931 -93.450010 492.450000
8 15931 -56.890010 122.760000
9 15931 -286.420000 209.540000
12 15931 -153.190000 425.080000
3 15932 -391.590000 -176.410000
8 15932 -132.120000 116.340000
12 15932 -258.660000 407.680000
3 15933 -391.590000 -176.410000
8 15933 -132.120000 116.340000
12 15933 -258.660000 407.680000
3 15934 -374.220000 -178.530000
8 15934 -116.870000 116.830000
3 15935 501.760000 -218.290000
7 15935 549.510000 253.230000
9 15935 409.450000 178.040000
3 15936 715.560100 -219.900000
7 15936 743.819900 187.970000
3 15937 -94.489990 -265.620000
5 15937 519.500000 -579.810100
13 15937 280.930100 -160.390000
3 15938 186.840000 -272.260000
4 15938 -304.040000 -505.600000
6 15938 108.220000 34.370000
9 15938 124.370000 124.060000
12 15938 124.450000 84.340030
3 15939 -71.440000 -294.310000
6 15939 -167.070000 35.380000
8 15939 47.039980 -25.679990
9 15939 -96.000000 101.920000
3 15940 739.300000 -321.680000
7 15940 739.740000 90.480010
9 15940 607.140000 88.790010
3 15941 249.080000 -325.550000
10 15941 103.250000 59.770020
3 15942 135.100000 -328.720000
4 15942 -321.200000 -451.010000
6 15942 44.770020 -31.760010
12 15942 56.000000 20.260010
3 15943 748.600000 -349.710000
7 15943 741.200000 63.989990
9 15943 612.620000 65.510010
3 15944 703.180100 -350.830000
7 15944 700.250000 77.179990
9 15944 575.220000 64.539980
3 15945 19.330020 -358.130000
